file,status,confidence,elapsed,original_kb,compressed_kb,chars,words,lines,chars_per_sec,preview
81LobB9dIgL._AC_UY218_.jpg,PASS,0.6,1.118,8.2,8.2,16,2,1,14.3,Bathasand Nuditi
81pbXHpN7tL._AC_UY218_.jpg,PASS,0.6,1.163,7.8,7.8,0,0,0,0.0,
81QJmDV+qxL._AC_UY218_.jpg,PASS,0.6,0.969,15.3,15.3,0,0,0,0.0,
91+2ghWgqcL._AC_UY218_.jpg,PASS,0.6,1.304,16.7,16.7,0,0,0,0.0,
91+u7cNNo5L._AC_UY218_.jpg,PASS,0.6,1.251,27.9,27.9,86,7,7,68.7,GASTICA-FIZ (HERVEKOC10005 GASTICA-FIZ GASTICA-FIZ GASTICA-FIZ GASTICA-FIZ GASTICA-FIZ
916JrSv40KL._AC_UY218_.jpg,PASS,0.6,1.033,21.2,21.2,0,0,0,0.0,
919bY8QpnaL._AC_UY218_.jpg,PASS,0.6,1.287,32.4,32.4,32,7,2,24.9,0e soulse 02 Protese HC wet Mete
91ApMWDemVL._AC_UY218_.jpg,PASS,0.6,1.117,12.7,12.7,0,0,0,0.0,
91dUzZTIlmL._AC_UY218_.jpg,PASS,0.6,1.19,10.0,10.0,44,6,2,37.0,*Progesterone Vaginal inserts Susten* VT 200
91fhAHqnesL._AC_UY218_.jpg,PASS,0.6,1.136,9.8,9.8,0,0,0,0.0,
91HLHLcfjdL._AC_UY218_.jpg,PASS,0.6,1.039,17.8,17.8,0,0,0,0.0,
91jwfgoYB8L._AC_UY218_.jpg,PASS,0.6,0.971,14.1,14.1,0,0,0,0.0,
91Kdp+1a8ZL._AC_UY218_.jpg,PASS,0.6,1.305,24.3,24.3,21,2,1,16.1,ETFORUT HYDAOCHLORIDE
